time,open,high,low,close,volume,complete
2018-01-01 22:00:00,1.20071,1.20236,1.20019,1.20156,5267,True
2018-01-02 02:00:00,1.2016,1.20245,1.20079,1.20245,2373,True
2018-01-02 06:00:00,1.20245,1.20706,1.20226,1.20706,6494,True
2018-01-02 10:00:00,1.20703,1.20812,1.20564,1.20576,7660,True
2018-01-02 14:00:00,1.20571,1.2059,1.20266,1.20446,10694,True
2018-01-02 18:00:00,1.2044,1.20656,1.20418,1.2058,3142,True
2018-01-02 22:00:00,1.2059,1.20666,1.20447,1.20532,2768,True
2018-01-03 02:00:00,1.20527,1.20591,1.20418,1.20585,1833,True
2018-01-03 06:00:00,1.20585,1.20606,1.20312,1.20382,5861,True
2018-01-03 10:00:00,1.20378,1.20404,1.20108,1.20328,7190,True
2018-01-03 14:00:00,1.20326,1.20327,1.20034,1.2027,7333,True
2018-01-03 18:00:00,1.2027,1.20301,1.2001,1.20144,6369,True
2018-01-03 22:00:00,1.20144,1.20162,1.20042,1.20075,3566,True
2018-01-04 02:00:00,1.20075,1.20231,1.20075,1.20192,2163,True
2018-01-04 06:00:00,1.20192,1.20462,1.2017,1.2043,6425,True
2018-01-04 10:00:00,1.2043,1.20751,1.20415,1.2062,9355,True
2018-01-04 14:00:00,1.20625,1.2089,1.20603,1.20747,10080,True
2018-01-04 18:00:00,1.20748,1.20801,1.20611,1.20683,3598,True
2018-01-04 22:00:00,1.20664,1.20797,1.20635,1.2072,3240,True
2018-01-05 02:00:00,1.20716,1.20756,1.20682,1.20714,1985,True
2018-01-05 06:00:00,1.20714,1.20744,1.20416,1.2046,5991,True
2018-01-05 10:00:00,1.2046,1.20834,1.20422,1.20522,10753,True
2018-01-05 14:00:00,1.20518,1.20559,1.20208,1.20472,11569,True
2018-01-05 18:00:00,1.2047,1.20508,1.20283,1.20297,2940,True
2018-01-07 22:00:00,1.20271,1.20522,1.20266,1.20446,2886,True
2018-01-08 02:00:00,1.20448,1.20464,1.20122,1.20198,3128,True
2018-01-08 06:00:00,1.20198,1.2023,1.19838,1.19899,5161,True
2018-01-08 10:00:00,1.19902,1.20096,1.19684,1.19699,6235,True
2018-01-08 14:00:00,1.19703,1.19823,1.19594,1.1977,7382,True
2018-01-08 18:00:00,1.19773,1.19774,1.19558,1.19687,2826,True
2018-01-08 22:00:00,1.19689,1.19737,1.19581,1.19673,2707,True
2018-01-09 02:00:00,1.19674,1.19756,1.19642,1.19652,2924,True
2018-01-09 06:00:00,1.19652,1.1971,1.1932,1.19386,7857,True
2018-01-09 10:00:00,1.19386,1.19396,1.19159,1.19208,6247,True
2018-01-09 14:00:00,1.19208,1.19338,1.19174,1.19214,8311,True
2018-01-09 18:00:00,1.19218,1.19394,1.19166,1.19369,2636,True
2018-01-09 22:00:00,1.19369,1.19452,1.19278,1.1945,3441,True
2018-01-10 02:00:00,1.19446,1.19496,1.19272,1.19281,2433,True
2018-01-10 06:00:00,1.19281,1.1955,1.19235,1.19389,8730,True
2018-01-10 10:00:00,1.1939,1.20182,1.19317,1.19948,19091,True
2018-01-10 14:00:00,1.19953,1.2007,1.1951,1.19606,12826,True
2018-01-10 18:00:00,1.19607,1.19679,1.194,1.19474,7200,True
2018-01-10 22:00:00,1.19479,1.19629,1.19461,1.19597,4083,True
2018-01-11 02:00:00,1.19595,1.19706,1.19412,1.19521,5090,True
2018-01-11 06:00:00,1.19521,1.19521,1.19295,1.19477,7870,True
2018-01-11 10:00:00,1.19478,1.20353,1.19364,1.20314,21914,True
2018-01-11 14:00:00,1.20312,1.20592,1.2031,1.20378,12842,True
2018-01-11 18:00:00,1.20384,1.20476,1.20276,1.2032,4617,True
2018-01-11 22:00:00,1.20332,1.20669,1.20308,1.20455,6116,True
2018-01-12 02:00:00,1.20452,1.20573,1.20403,1.20444,2878,True
2018-01-12 06:00:00,1.20442,1.21368,1.20424,1.21253,16505,True
2018-01-12 10:00:00,1.21258,1.21493,1.2112,1.21202,16128,True
2018-01-12 14:00:00,1.21203,1.21557,1.21112,1.21344,18922,True
2018-01-12 18:00:00,1.21346,1.22193,1.2133,1.21968,12072,True
2018-01-14 22:00:00,1.21935,1.22124,1.21878,1.21986,8735,True
2018-01-15 02:00:00,1.21986,1.224,1.21924,1.22228,9526,True
2018-01-15 06:00:00,1.22228,1.22698,1.22012,1.22604,12894,True
2018-01-15 10:00:00,1.226,1.22968,1.22513,1.2283,11103,True
2018-01-15 14:00:00,1.2283,1.22938,1.22546,1.22719,10034,True
2018-01-15 18:00:00,1.22725,1.22784,1.22632,1.22636,5830,True
2018-01-15 22:00:00,1.22655,1.22753,1.22477,1.22655,4891,True
2018-01-16 02:00:00,1.22651,1.22798,1.22555,1.2263,5014,True
2018-01-16 06:00:00,1.2263,1.22832,1.22156,1.22332,20630,True
2018-01-16 10:00:00,1.22334,1.22406,1.22018,1.2218,11870,True
2018-01-16 14:00:00,1.22182,1.22486,1.21952,1.22437,13301,True
2018-01-16 18:00:00,1.22441,1.2281,1.22432,1.22607,6377,True
2018-01-16 22:00:00,1.22591,1.2323,1.2254,1.22911,12388,True
2018-01-17 02:00:00,1.22907,1.22972,1.2237,1.22439,9616,True
2018-01-17 06:00:00,1.22439,1.22514,1.22084,1.22366,17143,True
2018-01-17 10:00:00,1.22372,1.22503,1.21964,1.22194,11219,True
2018-01-17 14:00:00,1.2219,1.22536,1.22128,1.2252,14024,True
2018-01-17 18:00:00,1.22518,1.2288,1.21776,1.21854,15510,True
2018-01-17 22:00:00,1.21872,1.22046,1.21653,1.2193,10378,True
2018-01-18 02:00:00,1.21925,1.2209,1.21735,1.2207,7782,True
2018-01-18 06:00:00,1.2207,1.2218,1.21864,1.22144,10830,True
2018-01-18 10:00:00,1.22146,1.22528,1.22126,1.22489,9941,True
2018-01-18 14:00:00,1.2249,1.2265,1.22208,1.22283,15955,True
2018-01-18 18:00:00,1.22283,1.22475,1.22199,1.2239,7392,True
2018-01-18 22:00:00,1.2237,1.22542,1.2232,1.22436,8014,True
2018-01-19 02:00:00,1.22442,1.22704,1.22404,1.2261,7454,True
2018-01-19 06:00:00,1.2261,1.22954,1.22514,1.22816,13203,True
2018-01-19 10:00:00,1.22815,1.22842,1.22392,1.22435,14027,True
2018-01-19 14:00:00,1.22431,1.22576,1.22183,1.22328,14317,True
2018-01-19 18:00:00,1.22328,1.22386,1.22152,1.22211,6810,True
2018-01-21 22:00:00,1.22716,1.22743,1.22253,1.2229,8966,True
2018-01-22 02:00:00,1.22287,1.22377,1.22165,1.22319,6044,True
2018-01-22 06:00:00,1.22316,1.2256,1.22141,1.22495,9598,True
2018-01-22 10:00:00,1.22498,1.22671,1.22336,1.22494,6368,True
2018-01-22 14:00:00,1.22498,1.22608,1.2224,1.22438,10992,True
2018-01-22 18:00:00,1.22438,1.2263,1.22392,1.22614,4186,True
2018-01-22 22:00:00,1.22614,1.22756,1.22555,1.22664,5094,True
2018-01-23 02:00:00,1.22662,1.22759,1.22512,1.22581,7629,True
2018-01-23 06:00:00,1.22581,1.2271,1.2223,1.22376,12733,True
2018-01-23 10:00:00,1.22374,1.22651,1.22338,1.22586,9638,True
2018-01-23 14:00:00,1.2259,1.23062,1.22516,1.2279,14449,True
2018-01-23 18:00:00,1.22791,1.22998,1.2276,1.2299,5072,True
2018-01-23 22:00:00,1.23004,1.23158,1.22914,1.2307,6379,True
2018-01-24 02:00:00,1.2307,1.23356,1.23015,1.23249,9577,True
2018-01-24 06:00:00,1.23246,1.23563,1.23026,1.23369,18074,True
2018-01-24 10:00:00,1.23368,1.23679,1.23296,1.23658,16550,True
2018-01-24 14:00:00,1.23654,1.24022,1.2363,1.23915,17653,True
2018-01-24 18:00:00,1.23917,1.24154,1.23902,1.2408,9206,True
2018-01-24 22:00:00,1.24104,1.2411,1.23845,1.24104,8124,True
2018-01-25 02:00:00,1.24102,1.24487,1.24056,1.2448,14788,True
2018-01-25 06:00:00,1.2448,1.24596,1.2389,1.24318,29958,True
2018-01-25 10:00:00,1.24316,1.24984,1.23972,1.24972,34650,True
2018-01-25 14:00:00,1.24973,1.25374,1.24623,1.24922,40374,True
2018-01-25 18:00:00,1.24923,1.25065,1.23642,1.2398,49352,True
2018-01-25 22:00:00,1.2394,1.24332,1.23699,1.24306,12254,True
2018-01-26 02:00:00,1.24304,1.24326,1.24123,1.24313,9392,True
2018-01-26 06:00:00,1.24312,1.2494,1.24284,1.24556,22719,True
2018-01-26 10:00:00,1.24558,1.24671,1.24207,1.24286,20481,True
2018-01-26 14:00:00,1.24287,1.24478,1.24077,1.24388,27354,True
2018-01-26 18:00:00,1.24387,1.24505,1.24059,1.24296,15612,True
2018-01-28 22:00:00,1.2428,1.24324,1.23956,1.23968,9370,True
2018-01-29 02:00:00,1.23967,1.24221,1.23852,1.24142,10781,True
2018-01-29 06:00:00,1.24142,1.24292,1.23884,1.24119,16947,True
2018-01-29 10:00:00,1.24124,1.2428,1.2359,1.23647,12607,True
2018-01-29 14:00:00,1.23648,1.23742,1.2337,1.23718,19444,True
2018-01-29 18:00:00,1.23719,1.23902,1.2369,1.23827,6142,True
2018-01-29 22:00:00,1.2381,1.23884,1.23684,1.2385,7376,True
2018-01-30 02:00:00,1.2385,1.23866,1.23601,1.2364,11578,True
2018-01-30 06:00:00,1.23635,1.24076,1.23349,1.23986,17155,True
2018-01-30 10:00:00,1.23988,1.24482,1.23947,1.24454,16246,True
2018-01-30 14:00:00,1.24454,1.24543,1.23838,1.24052,20729,True
2018-01-30 18:00:00,1.24056,1.24066,1.2384,1.24024,6772,True
2018-01-30 22:00:00,1.24028,1.24248,1.23962,1.24147,9999,True
2018-01-31 02:00:00,1.24146,1.2438,1.23988,1.24372,14757,True
2018-01-31 06:00:00,1.24372,1.24628,1.24251,1.24512,18237,True
2018-01-31 10:00:00,1.24512,1.24728,1.24394,1.2465,14140,True
2018-01-31 14:00:00,1.2465,1.24748,1.24068,1.2415,19005,True
2018-01-31 18:00:00,1.24154,1.24384,1.2387,1.24138,26458,True
2018-01-31 22:00:00,1.24098,1.24289,1.24046,1.24192,7054,True
2018-02-01 02:00:00,1.2419,1.24286,1.24145,1.24211,5047,True
2018-02-01 06:00:00,1.24208,1.245,1.23849,1.24463,19684,True
2018-02-01 10:00:00,1.2446,1.24622,1.24246,1.24496,15136,True
2018-02-01 14:00:00,1.24495,1.24984,1.24316,1.24784,22074,True
2018-02-01 18:00:00,1.24787,1.25233,1.24776,1.25079,14792,True
2018-02-01 22:00:00,1.25135,1.25158,1.2492,1.24994,9515,True
2018-02-02 02:00:00,1.24995,1.25044,1.2489,1.24955,6582,True
2018-02-02 06:00:00,1.24955,1.25184,1.24802,1.24867,14951,True
2018-02-02 10:00:00,1.24864,1.24992,1.24382,1.24454,19047,True
2018-02-02 14:00:00,1.2445,1.24782,1.24092,1.24692,27768,True
2018-02-02 18:00:00,1.24692,1.2491,1.24487,1.24566,19103,True
2018-02-04 22:00:00,1.24359,1.24584,1.24242,1.24542,11185,True
2018-02-05 02:00:00,1.24547,1.24665,1.2444,1.24605,6337,True
2018-02-05 06:00:00,1.24602,1.2475,1.24392,1.24608,14347,True
2018-02-05 10:00:00,1.2461,1.24721,1.2436,1.24375,12397,True
2018-02-05 14:00:00,1.24374,1.24381,1.23988,1.24288,18742,True
2018-02-05 18:00:00,1.24284,1.24286,1.23625,1.23671,38420,True
2018-02-05 22:00:00,1.23671,1.23888,1.23639,1.23754,19573,True
2018-02-06 02:00:00,1.23753,1.23786,1.23509,1.23756,23277,True
2018-02-06 06:00:00,1.23756,1.24346,1.23712,1.24028,26451,True
2018-02-06 10:00:00,1.24026,1.24172,1.23222,1.23438,22933,True
2018-02-06 14:00:00,1.23444,1.24052,1.23138,1.23912,27585,True
2018-02-06 18:00:00,1.23914,1.24052,1.23698,1.2377,13539,True
2018-02-06 22:00:00,1.23763,1.23936,1.23706,1.23891,7453,True
2018-02-07 02:00:00,1.23888,1.23934,1.23784,1.23909,5098,True
