time,open,high,low,close,volume,complete
2018-01-01 22:00:00,1.20071,1.20812,1.20019,1.2058,35630,True
2018-01-02 22:00:00,1.2059,1.20666,1.2001,1.20144,31354,True
2018-01-03 22:00:00,1.20144,1.2089,1.20042,1.20683,35187,True
2018-01-04 22:00:00,1.20664,1.20834,1.20208,1.20297,36478,True
2018-01-07 22:00:00,1.20271,1.20522,1.19558,1.19687,27618,True
2018-01-08 22:00:00,1.19689,1.19756,1.19159,1.19369,30682,True
2018-01-09 22:00:00,1.19369,1.20182,1.19235,1.19474,53721,True
2018-01-10 22:00:00,1.19479,1.20592,1.19295,1.2032,56416,True
2018-01-11 22:00:00,1.20332,1.22193,1.20308,1.21968,72621,True
2018-01-14 22:00:00,1.21935,1.22968,1.21878,1.22636,58122,True
2018-01-15 22:00:00,1.22655,1.22832,1.21952,1.22607,62083,True
2018-01-16 22:00:00,1.22591,1.2323,1.21776,1.21854,79900,True
2018-01-17 22:00:00,1.21872,1.2265,1.21653,1.2239,62278,True
2018-01-18 22:00:00,1.2237,1.22954,1.22152,1.22211,63825,True
2018-01-21 22:00:00,1.22716,1.22743,1.22141,1.22614,46154,True
2018-01-22 22:00:00,1.22614,1.23062,1.2223,1.2299,54615,True
2018-01-23 22:00:00,1.23004,1.24154,1.22914,1.2408,77439,True
2018-01-24 22:00:00,1.24104,1.25374,1.23642,1.2398,177246,True
2018-01-25 22:00:00,1.2394,1.2494,1.23699,1.24296,107812,True
2018-01-28 22:00:00,1.2428,1.24324,1.2337,1.23827,75291,True
2018-01-29 22:00:00,1.2381,1.24543,1.23349,1.24024,79856,True
2018-01-30 22:00:00,1.24028,1.24748,1.2387,1.24138,102596,True
2018-01-31 22:00:00,1.24098,1.25233,1.23849,1.25079,83787,True
2018-02-01 22:00:00,1.25135,1.25184,1.24092,1.24566,96966,True
2018-02-04 22:00:00,1.24359,1.2475,1.23625,1.23671,101428,True
2018-02-05 22:00:00,1.23671,1.24346,1.23138,1.2377,133358,True
2018-02-06 22:00:00,1.23763,1.24064,1.2246,1.2263,75446,True
2018-02-07 22:00:00,1.22606,1.2295,1.22122,1.2247,104899,True
2018-02-08 22:00:00,1.22458,1.22871,1.2206,1.22512,98355,True
2018-02-11 22:00:00,1.2249,1.22978,1.22352,1.22912,53579,True
2018-02-12 22:00:00,1.2289,1.23711,1.22844,1.23521,55988,True
2018-02-13 22:00:00,1.23517,1.24654,1.2276,1.24505,93162,True
2018-02-14 22:00:00,1.2452,1.25108,1.24483,1.25066,76999,True
2018-02-15 22:00:00,1.2503,1.2556,1.23936,1.24097,76751,True
2018-02-18 22:00:00,1.24027,1.24354,1.23691,1.24074,48999,True
2018-02-19 22:00:00,1.24054,1.24123,1.23197,1.23372,63494,True
2018-02-20 22:00:00,1.23376,1.236,1.22812,1.22854,81535,True
2018-02-21 22:00:00,1.2286,1.23524,1.22596,1.23314,63036,True
2018-02-22 22:00:00,1.23296,1.23376,1.228,1.22957,48786,True
2018-02-25 22:00:00,1.22952,1.2355,1.22776,1.23176,51392,True
2018-02-26 22:00:00,1.23183,1.23464,1.22218,1.22333,68726,True
2018-02-27 22:00:00,1.22333,1.22415,1.21874,1.21946,58761,True
2018-02-28 22:00:00,1.21932,1.22736,1.21542,1.22666,77199,True
2018-03-01 22:00:00,1.2262,1.2336,1.22514,1.23183,68139,True
2018-03-04 22:00:00,1.23336,1.23656,1.22689,1.23358,70397,True
2018-03-05 22:00:00,1.23358,1.24205,1.23284,1.2405,60303,True
2018-03-06 22:00:00,1.2407,1.24464,1.23849,1.24114,66027,True
2018-03-07 22:00:00,1.24114,1.24465,1.22978,1.23122,79137,True
2018-03-08 22:00:00,1.23114,1.23346,1.22728,1.23059,64098,True
2018-03-11 21:00:00,1.23138,1.23456,1.22904,1.23347,37231,True
2018-03-12 21:00:00,1.23395,1.24075,1.23146,1.23904,56176,True
2018-03-13 21:00:00,1.23908,1.24126,1.23471,1.23678,47824,True
2018-03-14 21:00:00,1.23658,1.2384,1.23002,1.23048,45401,True
2018-03-15 21:00:00,1.23048,1.23362,1.22604,1.22895,40632,True
2018-03-18 21:00:00,1.22863,1.2359,1.2258,1.23354,50420,True
2018-03-19 21:00:00,1.23354,1.23546,1.22398,1.22412,45948,True
2018-03-20 21:00:00,1.22412,1.23498,1.22405,1.23376,75552,True
2018-03-21 21:00:00,1.2341,1.23884,1.22853,1.23013,66038,True
2018-03-22 21:00:00,1.23005,1.23738,1.22999,1.23524,56603,True
2018-03-25 21:00:00,1.235,1.24616,1.235,1.24451,45028,True
2018-03-26 21:00:00,1.24479,1.24767,1.23722,1.24028,50930,True
